% Object Names and Observation Date
Popular Object Name: RULup
Simbad Object Name(s): 2MASS J15564230-3749154|CD-37 10602|Gaia DR1 6010114553824198784|Gaia DR2 6010114558131195392|Gaia DR3 6010114558131195392|HBC 251|HD 142560|HIP 78094|IRAS 15534-3740|IRAS f15533-3740|Sz 83|THA 15-13|TYC 7838-00546-1|V* RU LUP|WISE a j155642.30-374915.7|Wray 15-1386
Observation Date: 2022-07-12 07:12:29.874116+00:00
Julian Observation Date: 2459772.800335648

% Reference and Citation
Principal Investigator for Primary Spectrum: A Banzatti
Reference for Primary Spectrum: Banzatti et al 2022
Spectrograph: ISHELL
Reference for Spectroscopic Line Data: Hitran2016 molecular spectroscopic database (Gordon et al. 2017) at hitran.org
Data Prepared and Organized by: A Banzatti, C Wheeler, SpExoDisks (4-2025)
SpExoDisks Backend written by: Dr Caleb Wheeler (chw3k5@gmail.com), Underground Instruments

% Online Database
Downloadable: True

% Spectrum Context
Spectral Flux: Calibrated (Jansky)
Spectral Wavelength/Velocity Reference Frame: HELIO
Wavelength Units: um=10^-6 meters
Wavelength Range: (4.516609936576374 um, 5.2322119643595695 um)

% Flux Calibration
# The Primary Spectrum is Flux Calibrated using the following
flux_cal,flux_cal_error,wavelength_um,ref
1.7,0.11,4.6,allWISE

% Spectroscopic Line Data
wavelength_um,molecule,isotopologue,transition,upper_level,lower_level,frequency_GHz,einstein_A,upper_level_energy,lower_level_energy,g_statistical_weight_upper_level,g_statistical_weight_lower_level
4.869289818037871,23409.32027232704,nan,0.39747458696365356
4.869310320686211,23410.681146838597,1.657828688621521,0.29553037881851196
4.8693308233345505,23412.042021350102,1.525499701499939,0.2262364774942398
4.86935132598289,23413.40289586166,1.5772743225097656,0.18614596128463745
4.86937182863123,23414.76377037322,1.704048752784729,0.1574181467294693
4.869392808085346,23416.156293129236,1.6453496217727661,0.13373154401779175
4.869413310733686,23417.5171676408,1.463281512260437,0.11450830847024918
4.869433813382026,23418.87804215236,1.4921613931655884,0.09993087500333786
4.869454316030366,23420.23891666392,1.6104501485824585,0.09184926003217697
4.869474818678706,23421.59979117548,1.5709655284881592,0.08369248360395432
4.8694953213270455,23422.960665687042,1.449734091758728,0.07664643973112106
4.86951630078116,23424.353188442994,1.4740546941757202,0.07274552434682846
4.8695368034295,23425.714062954557,1.6001005172729492,0.06861265748739243
4.86955730607784,23427.074937466114,1.6052815914154053,0.0639362707734108
4.86957780872618,23428.43581197768,1.5515674352645874,0.06025313213467598
4.86959831137452,23429.79668648924,1.4739711284637451,0.05723197013139725
4.86961881402286,23431.157561000797,1.5006321668624878,0.05515855923295021
4.8696393166712,23432.51843551236,1.4646497964859009,0.05329158157110214
4.869660296125315,23433.91095826837,1.5231481790542603,0.051844965666532516
4.869680798773655,23435.271832779938,1.5906509160995483,0.05045565590262413
4.869701301421994,23436.632707291436,1.5172805786132812,0.04892626777291298
4.869721804070334,23437.993581802995,1.5185667276382446,0.0475689135491848
4.869742306718674,23439.35445631456,1.5531526803970337,0.04839221388101578
4.869762809367014,23440.71533082612,1.5386155843734741,0.047178491950035095
4.869783312015354,23442.07620533768,1.5095142126083374,0.04516912251710892
4.869803814663694,23443.43707984924,1.5019320249557495,0.04471514746546745
4.869824317312034,23444.7979543608,1.497570276260376,0.044342707842588425
4.869845296766149,23446.190477116816,1.4771939516067505,0.043649837374687195
4.869865799414489,23447.551351628375,1.4831998348236084,0.04328851401805878
4.869886302062828,23448.91222613988,1.491750955581665,0.04282807931303978
4.869906804711168,23450.27310065144,1.5686956644058228,0.0422632098197937
4.869927307359508,23451.633975162997,1.538512110710144,0.04196544736623764
4.869947810007848,23452.99484967456,1.5613322257995605,0.04161109775304794
4.869968312656188,23454.35572418612,1.5127571821212769,0.04090430587530136
4.869988815304528,23455.71659869768,1.5155029296875,0.04055910184979439
4.870009317952868,23457.077473209243,1.5137912034988403,0.040766458958387375
4.870029820601208,23458.438347720803,1.523877501487732,0.040919866412878036
4.870050323249547,23459.799222232305,1.5048850774765015,0.04594702646136284
4.870070825897887,23461.160096743868,1.465920329093933,0.04639565572142601
4.870091805352002,23462.552619499882,1.5380864143371582,0.042317718267440796
4.870112308000342,23463.913494011438,1.5515270233154297,0.043291132897138596
4.870132810648682,23465.274368523,1.5290422439575195,0.045999735593795776
4.870153313297022,23466.635243034565,1.481273889541626,0.045826178044080734
4.870173815945362,23467.99611754612,1.4718269109725952,0.04567926749587059
4.870194318593702,23469.35699205768,1.4715577363967896,0.045833248645067215
4.870214821242042,23470.717866569248,1.4836986064910889,0.04478393867611885
4.870235323890381,23472.078741080746,1.4233982563018799,0.043218955397605896
4.870255826538721,23473.439615592306,1.5220911502838135,0.04166519269347191
4.870276329187061,23474.80049010387,1.508623480796814,0.04040966555476189
4.870296831835401,23476.16136461543,1.566662311553955,0.03979324549436569
4.870317334483741,23477.52223912699,1.51191246509552,0.03929995372891426
4.870337837132081,23478.88311363855,1.456353783607483,0.03911224752664566
4.870358339780421,23480.243988150112,1.5182801485061646,0.039372172206640244
4.870378842428761,23481.604862661676,1.5137523412704468,0.039083708077669144
4.8703993450771,23482.965737173177,1.488294005393982,0.03884200006723404
4.87041984772544,23484.326611684737,1.5231307744979858,0.03881281986832619
4.87044035037378,23485.687486196297,1.5562148094177246,0.03938377648591995
4.87046085302212,23487.048360707857,1.4845255613327026,0.039808452129364014
4.87048135567046,23488.409235219417,1.503269910812378,0.0408724769949913
4.8705018583188,23489.77010973098,1.5122524499893188,0.042883243411779404
4.87052236096714,23491.13098424254,1.4437006711959839,0.046073805540800095
4.87054286361548,23492.4918587541,1.4677412509918213,0.051668938249349594
4.87056336626382,23493.85273326566,1.4877314567565918,0.05956932157278061
4.870583868912159,23495.213607777165,1.51651930809021,0.07217344641685486
4.870604371560499,23496.57448228872,1.598571538925171,0.08406480401754379
4.870624874208839,23497.935356800288,1.5758479833602905,0.08846788853406906
4.870645376857179,23499.296231311848,1.5247962474822998,0.0828961506485939
4.870665879505519,23500.657105823408,1.4887993335723877,0.07179298251867294
4.870686382153859,23502.017980334967,1.4931561946868896,0.06066387891769409
4.870706884802199,23503.37885484653,1.5675965547561646,0.05181846022605896
4.870727387450539,23504.73972935809,1.5403822660446167,0.04638279974460602
4.870747890098878,23506.100603869592,1.5322232246398926,0.04220591485500336
4.870768392747218,23507.461478381152,1.5311676263809204,0.039531297981739044
4.8707884185897825,23508.79070464826,1.51374351978302,0.03757527098059654
4.8708089212381225,23510.15157915982,1.5213100910186768,0.03636660799384117
4.8708294238864625,23511.512453671385,1.511569619178772,0.03612910211086273
4.870849926534802,23512.873328182945,1.5230401754379272,0.035715386271476746
4.870870429183142,23514.234202694504,1.546998143196106,0.035361021757125854
4.870890931831482,23515.595077206064,1.5266473293304443,0.035160861909389496
4.8709114344798214,23516.955951717566,1.5376477241516113,0.03495506942272186
4.870931937128161,23518.31682622913,1.5729176998138428,0.03465467318892479
4.870952439776501,23519.677700740693,1.5003840923309326,0.034760959446430206
4.870972942424841,23521.03857525225,1.488017201423645,0.03501633554697037
4.870993445073181,23522.399449763812,1.4997968673706055,0.03537410497665405
4.871013947721521,23523.760324275372,1.5858994722366333,0.03549882397055626
4.871033973564086,23525.08955054248,1.5493781566619873,0.035284679383039474
4.871054476212426,23526.450425054045,1.4797719717025757,0.03541981801390648
4.871074978860765,23527.811299565547,1.480136513710022,0.03576938807964325
4.871095481509105,23529.172174077106,1.5163087844848633,0.03666858747601509
4.871115984157445,23530.533048588662,1.5464750528335571,0.03659321740269661
4.871136486805785,23531.893923100226,1.5319935083389282,0.036700230091810226
4.871156989454125,23533.25479761179,1.4853345155715942,0.03714678809046745
4.871177492102465,23534.61567212335,1.5277940034866333,0.03771905228495598
4.871197994750805,23535.97654663491,1.5105844736099243,0.03843095526099205
4.8712180205933695,23537.30577290202,1.5085742473602295,0.039516374468803406
4.871238523241709,23538.66664741352,1.5286260843276978,0.04077032580971718
4.8712590258900486,23540.027521925083,1.5171617269515991,0.04185449704527855
4.8712795285383885,23541.388396436643,1.5686352252960205,0.042629092931747437
4.8713000311867285,23542.749270948203,1.54323410987854,0.041868362575769424
4.8713205338350685,23544.110145459763,1.5263111591339111,0.04074668139219284
4.871341036483408,23545.471019971323,1.5077883005142212,0.03939850628376007
4.871361062325973,23546.800246238432,1.5093899965286255,0.03812362253665924
4.871381564974313,23548.161120749992,1.525917887687683,0.03705408796668053
4.871402067622652,23549.521995261497,1.529001235961914,0.03632832318544388
4.871422570270992,23550.882869773057,1.5273230075836182,0.03568083420395851
4.871443072919332,23552.243744284617,1.526774525642395,0.035276148468256
4.871463575567672,23553.60461879618,1.5697497129440308,0.03516969829797745
4.871483601410237,23554.93384506329,1.5694645643234253,0.034935034811496735
4.871504104058577,23556.294719574846,1.5456933975219727,0.034544143825769424
4.871524606706917,23557.65559408641,1.5335661172866821,0.034222058951854706
4.871545109355257,23559.016468597973,1.4985414743423462,0.03419645130634308
4.871565612003596,23560.37734310947,1.4915724992752075,0.03408723324537277
4.87158563784616,23561.70656937658,1.5079108476638794,0.034014612436294556
4.8716061404945,23563.06744388814,1.5024648904800415,0.034094907343387604
4.87162664314284,23564.428318399707,1.570304036140442,0.03713979944586754
4.87164714579118,23565.789192911263,1.5503889322280884,0.036004357039928436
4.87166764843952,23567.150067422823,1.5505458116531372,0.03392970189452171
4.871687674282085,23568.47929368993,1.5352731943130493,0.03757505863904953
4.871708176930425,23569.840168201496,1.5349102020263672,0.03831256926059723
4.871728679578764,23571.201042712994,1.5526013374328613,0.03617679700255394
4.871749182227104,23572.561917224557,1.5454257726669312,0.036121826618909836
4.871769208069669,23573.891143491663,1.5092229843139648,0.035311486572027206
4.871789710718009,23575.252018003226,1.5084093809127808,0.035293515771627426
4.871810213366349,23576.612892514786,1.5193983316421509,0.03508743643760681
4.8718307160146885,23577.97376702635,1.5185457468032837,0.035305898636579514
4.8718512186630285,23579.33464153791,1.5397495031356812,0.03572947531938553
4.871871244505592,23580.66386780496,1.599086046218872,0.03646186366677284
4.871891747153932,23582.024742316516,1.5892446041107178,0.03738978132605553
4.871912249802272,23583.385616828076,1.5603500604629517,0.038225822150707245
4.871932275644837,23584.714843095186,1.541197419166565,0.03895079344511032
4.871952778293177,23586.07571760675,1.522927165031433,0.03899957984685898
4.871973280941517,23587.436592118313,1.5258722305297852,0.03913382813334465
4.871993783589857,23588.797466629872,1.5285476446151733,0.03904653340578079
4.8720138094324215,23590.12669289698,1.4994864463806152,0.039527151733636856
4.8720343120807605,23591.487567408483,1.5404179096221924,0.04057905822992325
4.8720548147291005,23592.848441920043,1.5261400938034058,0.04139285162091255
4.8720753173774405,23594.2093164316,1.5556399822235107,0.042614102363586426
4.872095343220005,23595.538542698712,1.6091018915176392,0.043466515839099884
4.872115845868345,23596.899417210272,1.6119401454925537,0.04453882575035095
4.872136348516685,23598.260291721832,1.523020625114441,0.04623033106327057
4.87215637435925,23599.58951798894,1.5331469774246216,0.04812372848391533
4.87217687700759,23600.950392500505,1.5101369619369507,0.049948304891586304
4.872197379655929,23602.311267012006,1.5987135171890259,0.05315146967768669
4.872217882304269,23603.672141523566,1.6241772174835205,0.05685609206557274
4.872237908146833,23605.001367790675,1.6782658100128174,0.058778874576091766
4.872258410795173,23606.362242302235,1.589259386062622,0.060712698847055435
4.872278913443513,23607.7231168138,1.5642457008361816,0.06297114491462708
4.872298939286078,23609.052343080908,1.611862301826477,0.06728394329547882
4.872319441934418,23610.413217592468,1.5961827039718628,0.0722702220082283
4.872339944582757,23611.774092103966,1.609151840209961,0.08007391542196274
4.872359970425322,23613.103318371075,1.665089726448059,0.0871199294924736
4.872380473073662,23614.46419288264,1.6235759258270264,0.09243227541446686
4.872400975722002,23615.8250673942,1.5477118492126465,0.09756027162075043
4.872421001564566,23617.154293661308,1.4469294548034668,0.09974760562181473
4.872441504212906,23618.51516817287,1.444412112236023,0.10759744048118591
4.872462006861246,23619.87604268443,1.448832392692566,0.11817433685064316
4.872482032703811,23621.20526895154,1.5773975849151611,0.15176521241664886
4.87250253535215,23622.566143463042,1.5719001293182373,0.1762961894273758
4.87252303800049,23623.9270179746,1.76023268699646,0.19158808887004852
4.872543063843055,23625.256244241707,1.50887131690979,0.2288372665643692
4.872563566491395,23626.617118753275,1.5809977054595947,0.3117673397064209
4.872583592333959,23627.94634502038,1.8707542419433594,0.4543052613735199
4.872604094982299,23629.30721953194,nan,0.648514449596405
4.872624597630639,23630.668094043504,nan,1.2268112897872925
4.872644623473203,23631.99732031055,nan,2.004077672958374
4.872665126121543,23633.358194822114,nan,2.1775104999542236
4.872685628769883,23634.719069333674,nan,5.52164888381958
4.872705654612448,23636.048295600784,nan,4.561077117919922
4.872726157260788,23637.409170112343,nan,69.56460571289062
4.872746183103352,23638.73839637945,nan,50.641929626464844
4.872766685751692,23640.099270891016,nan,6.340357780456543
4.872787188400032,23641.460145402572,nan,4.419493675231934
4.872807214242596,23642.789371669624,nan,2.9292116165161133
4.872827716890936,23644.150246181183,nan,3.4551572799682617
4.872847742733501,23645.47947244829,nan,1.843563199043274
4.872868245381841,23646.840346959856,nan,0.9801632165908813
4.872888748030181,23648.201221471412,nan,0.6187006831169128
4.872908773872745,23649.530447738525,nan,0.42943137884140015
4.872929276521085,23650.89132225008,1.697288990020752,0.3238418996334076
4.872949302363649,23652.220548517133,1.9080439805984497,0.2416105419397354
4.872969805011989,23653.581423028696,1.649689793586731,0.1869775652885437
4.872989830854554,23654.910649295805,1.4187785387039185,0.15356799960136414
4.873010333502894,23656.271523807365,1.6242188215255737,0.13576315343379974
4.873030359345458,23657.60075007447,1.5657823085784912,0.11685623228549957
4.873050861993798,23658.96162458603,1.5550264120101929,0.10046534240245819
4.873071364642138,23660.322499097598,1.488637924194336,0.0879964753985405
4.873091390484702,23661.651725364645,1.5986570119857788,0.08147889375686646
4.873111893133042,23663.012599876205,1.711069107055664,0.07534006983041763
4.873131918975607,23664.341826143314,1.6567305326461792,0.07092451304197311
4.873152421623947,23665.702700654874,1.738055944442749,0.06690511852502823
4.873172447466511,23667.031926921984,1.7671878337860107,0.06366851925849915
4.873192950114851,23668.392801433543,1.6757845878601074,0.060495775192976
4.873212975957416,23669.722027700656,1.6680952310562134,0.05833732336759567
4.873233478605755,23671.082902212158,1.6938354969024658,0.0562637522816658
4.87325350444832,23672.412128479264,1.6384533643722534,0.05469605326652527
4.87327400709666,23673.773002990823,1.6336312294006348,0.05378700792789459
4.873294032939224,23675.102229257933,1.6788774728775024,0.052396420389413834
4.873314535587564,23676.463103769493,1.5976383686065674,0.051072679460048676
4.873334561430129,23677.792330036602,1.655440330505371,0.0507318340241909
4.873355064078469,23679.153204548165,1.687587022781372,0.050792839378118515
4.873375089921033,23680.482430815217,1.6674180030822754,0.051456648856401443
4.873395592569373,23681.843305326776,1.702078104019165,0.05211501568555832
4.873415618411937,23683.172531593886,1.793654441833496,0.05348188430070877
4.873436121060277,23684.533406105445,1.8399044275283813,0.055856380611658096
4.873456146902842,23685.86263237255,1.6744030714035034,0.056068312376737595
4.873476649551182,23687.22350688412,1.7583502531051636,0.05577264353632927
4.8734966753937465,23688.552733151224,1.6620731353759766,0.054527293890714645
4.873517178042086,23689.913607662726,1.6941677331924438,0.0531495176255703
4.87353720388465,23691.24283392983,1.7153582572937012,0.05169229954481125
4.87355770653299,23692.60370844139,1.7215620279312134,0.05048036202788353
4.873577732375555,23693.9329347085,1.785967230796814,0.04895316809415817
4.873598235023895,23695.293809220064,1.7974934577941895,0.047296565026044846
4.8736182608664596,23696.623035487173,1.8283665180206299,0.045428887009620667
4.8736387635147995,23697.983909998733,1.8211129903793335,0.04434545710682869
4.873658789357363,23699.313136265784,1.7989133596420288,0.04315103217959404
4.873678815199928,23700.64236253289,1.8624283075332642,0.043715059757232666
4.873699317848268,23702.003237044453,1.8543548583984375,0.04801032319664955
4.873719343690833,23703.33246331156,1.845036268234253,0.04245537519454956
4.873739846339173,23704.69333782312,1.8140466213226318,0.03947019949555397
4.873759872181737,23706.022564090228,1.8633872270584106,0.03915006294846535
4.873780374830077,23707.38343860179,1.88678777217865,0.03923686593770981
4.873800400672641,23708.712664868843,1.9012084007263184,0.03911713883280754
4.873820426515206,23710.041891135952,1.8542670011520386,0.039060741662979126
4.873840929163546,23711.402765647512,1.9057416915893555,0.03884512186050415
4.87386095500611,23712.731991914618,1.8944382667541504,0.038989387452602386
4.87388145765445,23714.09286642618,1.8732638359069824,0.03950013965368271
4.873901483497015,23715.422092693287,1.9121971130371094,0.040525827556848526
4.87392150933958,23716.7513189604,1.8975727558135986,0.04146843031048775
4.873942011987919,23718.112193471898,1.8787227869033813,0.0423857606947422
4.873962037830483,23719.441419739007,1.9145987033843994,0.043253324925899506
4.873982540478823,23720.80229425057,1.936623215675354,0.04445100203156471
4.874002566321388,23722.13152051768,1.9471828937530518,0.04514148458838463
4.874022592163953,23723.46074678479,1.8736683130264282,0.045561447739601135
4.874043094812293,23724.821621296345,1.8819255828857422,0.04483850300312042
4.874063120654857,23726.15084756346,1.8762218952178955,0.04366477578878403
4.874083623303196,23727.511722074956,1.8033887147903442,0.04185529798269272
4.874103649145761,23728.840948342066,1.8435683250427246,0.0401705838739872
4.874123674988326,23730.17017460918,1.9026727676391602,0.03880859538912773
4.874144177636666,23731.53104912074,1.8996715545654297,0.03758023679256439
4.87416420347923,23732.860275387848,1.8760286569595337,0.03682076558470726
4.874184229321795,23734.189501654957,1.8774209022521973,0.03636136278510094
4.874204731970135,23735.550376166517,1.8626506328582764,0.03582020476460457
4.874224757812699,23736.879602433564,1.834489107131958,0.03586980700492859
4.874244783655263,23738.208828700677,1.8398466110229492,0.035660270601511
4.874265286303603,23739.569703212233,1.7726991176605225,0.03577539324760437
4.874285312146168,23740.898929479343,1.7976754903793335,0.0355336032807827
4.874305337988733,23742.228155746452,1.7827894687652588,0.03524882346391678
4.874325840637073,23743.589030258016,1.8538349866867065,0.03579467907547951
4.874345866479636,23744.918256525063,1.7952436208724976,0.03604227304458618
4.874365892322201,23746.24748279217,1.7968480587005615,0.03661911189556122
4.874386394970541,23747.608357303736,1.8035467863082886,0.037247177213430405
4.874406420813106,23748.93758357084,1.7663187980651855,0.03782821074128151
4.87442644665567,23750.26680983795,1.7387484312057495,0.038047172129154205
4.87444694930401,23751.62768434951,1.7833631038665771,0.03947978839278221
4.874466975146575,23752.95691061662,1.7904069423675537,0.03956194967031479
4.874487000989139,23754.286136883667,1.7368886470794678,0.04030201956629753
4.874507503637479,23755.64701139523,1.7355488538742065,0.0412093922495842
4.874527529480043,23756.976237662337,1.7277870178222656,0.04234950989484787
4.874547555322608,23758.30546392945,1.7390937805175781,0.04321647435426712
4.874568057970948,23759.666338441006,1.710405945777893,0.04892275109887123
4.874588083813513,23760.995564708115,1.674431562423706,0.04798930510878563
4.874608109656077,23762.324790975224,1.6947715282440186,0.040662698447704315
4.874628135498641,23763.654017242276,1.6517456769943237,0.039030443876981735
4.874648638146981,23765.01489175384,1.7145177125930786,0.037736501544713974
4.874668663989546,23766.34411802095,1.6955684423446655,0.03690154477953911
4.8746886898321105,23767.673344288054,1.6955629587173462,0.03627080097794533
4.874708715674675,23769.002570555167,1.7156963348388672,0.03562726825475693
4.874729218323015,23770.363445066723,1.7263970375061035,0.03538486734032631
4.874749244165579,23771.692671333774,1.7532316446304321,0.03493695706129074
4.8747692700081435,23773.02189760088,1.7294672727584839,0.03463868796825409
4.8747897726564835,23774.382772112443,1.6442744731903076,0.03476966544985771
4.874809798499048,23775.71199837955,1.705698847770691,0.03454313427209854
4.874829824341613,23777.041224646662,1.7397664785385132,0.035502590239048004
4.8748498501841775,23778.370450913768,1.7176480293273926,0.036268286406993866
4.8748703528325175,23779.731325425328,1.673549771308899,0.03462362289428711
4.874890378675081,23781.06055169238,1.6873130798339844,0.03476337715983391
4.874910404517646,23782.389777959488,1.7110850811004639,0.034448087215423584
4.874930430360211,23783.719004226594,1.7217048406600952,0.034651391208171844
4.874950456202775,23785.048230493707,1.752007246017456,0.03500828146934509
4.874970958851115,23786.409105005267,1.7202588319778442,0.034959111362695694
4.87499098469368,23787.73833127238,1.7644942998886108,0.03542667254805565
4.875011010536244,23789.067557539427,1.7044700384140015,0.035620495676994324
4.875031036378808,23790.396783806533,1.7310539484024048,0.035959962755441666
4.875051539027148,23791.757658318096,1.7704541683197021,0.036039307713508606
4.875071564869713,23793.086884585206,1.7651129961013794,0.03587767109274864
4.875091590712278,23794.416110852315,1.733587622642517,0.03590486943721771
4.875111616554842,23795.745337119424,1.7299808263778687,0.036144644021987915
4.875131642397407,23797.074563386534,1.7266967296600342,0.036253225058317184
4.875152145045746,23798.43543789803,1.7937973737716675,0.03629748523235321
4.875172170888311,23799.764664165144,1.7901877164840698,0.0374925322830677
4.875192196730875,23801.09389043225,1.821970820426941,0.0380755178630352
4.87521222257344,23802.42311669936,1.7880405187606812,0.037855926901102066
4.875232248416005,23803.75234296647,1.7850914001464844,0.03755025565624237
4.875252274258569,23805.08156923358,1.7675957679748535,0.037851106375455856
4.875272776906909,23806.442443745138,1.8059628009796143,0.0383189432322979
4.875292802749473,23807.771670012185,1.813559651374817,0.03880763798952103
4.875312828592038,23809.100896279295,1.8598153591156006,0.03943563625216484
4.875332854434602,23810.430122546404,1.8162976503372192,0.03951893746852875
4.875352880277167,23811.75934881351,1.9217418432235718,0.03993295878171921
4.875372906119732,23813.088575080623,1.9421168565750122,0.04010367393493652
4.875393408768072,23814.44944959218,1.9392962455749512,0.04668600857257843
4.8754134346106355,23815.77867585923,1.9480781555175781,0.046614982187747955
4.8754334604532,23817.107902126343,2.026691198348999,0.04094936326146126
4.875453486295765,23818.43712839345,2.000654458999634,0.04191993921995163
4.8754735121383295,23819.766354660558,2.0557992458343506,0.04234990477561951
4.875493537980894,23821.095580927667,2.0710904598236084,0.0420534573495388
4.875513563823459,23822.424807194777,2.096973180770874,0.04284767061471939
4.875534066471798,23823.785681706275,2.0971031188964844,0.04427270591259003
4.8755540923143625,23825.114907973388,2.2071316242218018,0.0494748018682003
4.875574118156927,23826.444134240493,2.2708349227905273,0.0508490726351738
4.875594143999492,23827.773360507603,2.208545446395874,0.04824125021696091
4.8756141698420565,23829.102586774712,2.24804425239563,0.05106084793806076
4.875634195684621,23830.43181304182,2.2034733295440674,0.05501140281558037
4.875654221527185,23831.761039308873,2.2697994709014893,0.059804465621709824
4.87567424736975,23833.09026557598,2.336805820465088,0.06447260826826096
4.875694273212314,23834.41949184309,2.5171656608581543,0.06582095474004745
4.875714775860654,23835.780366354647,2.583655595779419,0.06531699001789093
4.875734801703219,23837.10959262176,2.783590078353882,0.06305097043514252
4.875754827545784,23838.438818888866,2.7736685276031494,0.05949792265892029
4.875774853388348,23839.768045155975,2.774425745010376,0.0576675720512867
4.875794879230912,23841.097271423027,2.900094747543335,0.056599460542201996
4.875814905073477,23842.426497690132,3.1052823066711426,0.05643989518284798
4.875834930916041,23843.755723957245,3.1248397827148438,0.05653805658221245
4.875854956758606,23845.08495022435,3.1885793209075928,0.056760020554065704
4.875874982601171,23846.41417649146,3.3375961780548096,0.05735081806778908
4.875895008443735,23847.74340275857,3.378723621368408,0.05862899497151375
4.875915034286299,23849.07262902562,3.5217173099517822,0.060627531260252
4.875935060128864,23850.40185529273,3.5065412521362305,0.06328235566616058
4.8759550859714285,23851.731081559832,3.4089269638061523,0.06555411964654922
4.875975111813993,23853.060307826945,3.5080642700195312,0.06997174769639969
4.875995614462333,23854.421182338505,3.4530556201934814,0.07467783242464066
4.876015640304898,23855.750408605618,3.425309419631958,0.0785982683300972
4.8760356661474615,23857.079634872665,3.221461057662964,0.08397139608860016
4.876055691990026,23858.408861139775,3.16318416595459,0.09073078632354736
4.876075717832591,23859.738087406884,3.0106635093688965,0.09919999539852142
4.8760957436751555,23861.067313673993,3.0978972911834717,0.11079979687929153
4.87611576951772,23862.396539941103,3.05003023147583,0.141055166721344
4.876135795360285,23863.72576620821,2.832775831222534,0.15872085094451904
4.8761558212028495,23865.05499247532,2.6743500232696533,0.16481344401836395
4.876175847045413,23866.38421874236,2.5247881412506104,0.19791921973228455
4.876195872887978,23867.713445009475,2.6368753910064697,0.25153404474258423
4.876215898730543,23869.04267127658,2.3305561542510986,0.32712310552597046
4.876235924573107,23870.37189754369,2.9913923740386963,0.5713730454444885
4.876255950415672,23871.701123810803,nan,0.847003161907196
4.876275976258237,23873.03035007791,nan,1.4983915090560913
4.8762960021008,23874.35957634496,nan,2.1382863521575928
4.876316027943365,23875.68880261207,nan,10.596090316772461
4.87633605378593,23877.018028879178,nan,63.506446838378906
4.876356079628494,23878.347255146287,nan,10.878174781799316
4.876376105471059,23879.676481413393,nan,37.32699966430664
4.876396131313624,23881.005707680506,nan,107.09566497802734
4.8764161571561875,23882.334933947557,nan,13.095050811767578
4.876436182998752,23883.664160214663,nan,20.615493774414062
4.876456208841317,23884.993386481772,nan,4.675258159637451
4.8764762346838815,23886.32261274888,nan,1.8390012979507446
4.876496260526446,23887.65183901599,nan,1.1420314311981201
4.876516286369011,23888.981065283097,nan,0.6358288526535034
4.876536312211575,23890.310291550144,2.0665149688720703,0.4545633792877197
4.876556338054139,23891.639517817253,2.0961527824401855,0.32150936126708984
4.876575887090929,23892.93709583991,1.6543935537338257,0.2322007119655609
4.876595912933493,23894.26632210702,1.5365095138549805,0.183212548494339
4.876615938776058,23895.595548374127,1.8426529169082642,0.15449835360050201
4.876635964618623,23896.924774641237,1.843907356262207,0.13064336776733398
4.876655990461186,23898.254000908288,1.7646312713623047,0.11445427685976028
4.876676016303751,23899.583227175397,1.7166709899902344,0.10449113696813583
4.876696042146316,23900.912453442506,1.7477824687957764,0.09698379784822464
4.87671606798888,23902.241679709612,1.7547086477279663,0.0885942280292511
4.876736093831445,23903.570905976725,1.8144687414169312,0.08473280072212219
4.87675611967401,23904.900132243834,1.8497406244277954,0.08249671757221222
4.8767761455165735,23906.22935851088,1.7784570455551147,0.07807223498821259
4.876796171359138,23907.558584777988,1.6523288488388062,0.07360002398490906
4.876816197201703,23908.887811045097,1.549066185951233,0.0687512531876564
4.876835746238492,23910.185389067756,1.7052009105682373,0.06570576131343842
4.876855772081057,23911.514615334865,1.8074722290039062,0.06183648854494095
4.8768757979236215,23912.84384160197,1.7538084983825684,0.05787103995680809
4.876895823766185,23914.173067869022,1.726989507675171,0.056188084185123444
4.87691584960875,23915.50229413613,1.6514785289764404,0.054269783198833466
4.876935875451315,23916.83152040324,1.6995007991790771,0.05157186836004257
4.876955901293879,23918.16074667035,1.6040172576904297,0.04957875609397888
4.876975927136444,23919.489972937456,1.6499305963516235,0.04912441968917847
4.876995952979009,23920.81919920457,1.6169047355651855,0.049242742359638214
4.877015502015797,23922.116777227162,1.594603419303894,0.050009410828351974
4.877035527858362,23923.44600349427,1.6006003618240356,0.04785499349236488
4.877055553700926,23924.77522976138,1.6902437210083008,0.0459284745156765
4.877075579543491,23926.10445602849,1.661676049232483,0.04438195377588272
4.877095605386056,23927.4336822956,1.6825798749923706,0.04361608251929283
4.87711563122862,23928.76290856271,1.7025412321090698,0.042467862367630005
4.877135657071184,23930.09213482976,1.6209272146224976,0.04165011644363403
4.877155682913749,23931.421361096865,1.584231972694397,0.04641065374016762
4.877175231950538,23932.71893911952,1.5665488243103027,0.045636534690856934
4.877195257793103,23934.04816538663,1.5981982946395874,0.03952892869710922
4.8772152836356675,23935.37739165374,1.5552431344985962,0.03950096294283867
4.877235309478232,23936.706617920845,1.5710545778274536,0.039928730577230453
4.877255335320796,23938.035844187896,1.562035083770752,0.039555907249450684
4.877275361163361,23939.365070455005,1.5318984985351562,0.03924373909831047
4.87729491020015,23940.662648477664,1.5946028232574463,0.038948532193899155
4.877314936042715,23941.991874744774,1.5619925260543823,0.03864926099777222
